,date,state,fips,cases,deaths
1349,2020-03-27,Illinois,17,3029,37
5198,2020-06-05,Illinois,17,126317,5834
5528,2020-06-11,Illinois,17,131731,6388
187,2020-02-24,Illinois,17,2,0
7783,2020-07-22,Illinois,17,167142,7544
328,2020-03-06,Illinois,17,6,0
1788,2020-04-04,Illinois,17,10357,248
5088,2020-06-03,Illinois,17,124279,5665
1241,2020-03-25,Illinois,17,1874,21
7728,2020-07-21,Illinois,17,165534,7521
7618,2020-07-19,Illinois,17,163284,7491
5638,2020-06-13,Illinois,17,133117,6491
5143,2020-06-04,Illinois,17,125149,5772
7398,2020-07-15,Illinois,17,158451,7435
7233,2020-07-12,Illinois,17,155355,7391
2943,2020-04-25,Illinois,17,41777,1884
971,2020-03-20,Illinois,17,583,5
7343,2020-07-14,Illinois,17,157055,7425
463,2020-03-10,Illinois,17,19,0
7288,2020-07-13,Illinois,17,156288,7398
5748,2020-06-15,Illinois,17,134247,6543
2998,2020-04-26,Illinois,17,43903,1943
3988,2020-05-14,Illinois,17,88081,3945
1843,2020-04-05,Illinois,17,11276,283
426,2020-03-09,Illinois,17,11,0
1513,2020-03-30,Illinois,17,5070,84
3053,2020-04-27,Illinois,17,45883,1992
7123,2020-07-10,Illinois,17,153406,7349
7563,2020-07-18,Illinois,17,162299,7486
3933,2020-05-13,Illinois,17,84874,3815
3108,2020-04-28,Illinois,17,48102,2132
391,2020-03-08,Illinois,17,7,0
917,2020-03-19,Illinois,17,420,4
504,2020-03-11,Illinois,17,25,0
2833,2020-04-23,Illinois,17,36935,1696
4923,2020-05-31,Illinois,17,120588,5426
4043,2020-05-15,Illinois,17,90528,4075
7508,2020-07-17,Illinois,17,161042,7468
7178,2020-07-11,Illinois,17,154530,7372
5803,2020-06-16,Illinois,17,134866,6608
1898,2020-04-06,Illinois,17,12262,309
5693,2020-06-14,Illinois,17,133719,6512
7453,2020-07-16,Illinois,17,159676,7457
2888,2020-04-24,Illinois,17,39658,1804
3218,2020-04-30,Illinois,17,52918,2361
306,2020-03-05,Illinois,17,5,0
222,2020-02-28,Illinois,17,2,0
232,2020-02-29,Illinois,17,3,0
2503,2020-04-17,Illinois,17,27575,1142
4208,2020-05-18,Illinois,17,96778,4257
1733,2020-04-03,Illinois,17,8904,212
213,2020-02-27,Illinois,17,2,0
8058,2020-07-27,Illinois,17,174442,7619
7838,2020-07-23,Illinois,17,168766,7563
243,2020-03-01,Illinois,17,3,0
6023,2020-06-20,Illinois,17,137535,6846
3328,2020-05-02,Illinois,17,58505,2576
8003,2020-07-26,Illinois,17,173079,7595
2558,2020-04-18,Illinois,17,29160,1272
3383,2020-05-03,Illinois,17,61499,2632
650,2020-03-14,Illinois,17,66,0
3438,2020-05-04,Illinois,17,63840,2673
8168,2020-07-29,Illinois,17,176967,7661
2008,2020-04-08,Illinois,17,15078,464
6628,2020-07-01,Illinois,17,145541,7160
863,2020-03-18,Illinois,17,286,1
3823,2020-05-11,Illinois,17,79123,3480
2448,2020-04-16,Illinois,17,25734,1081
5418,2020-06-09,Illinois,17,130321,6237
1568,2020-03-31,Illinois,17,5992,107
195,2020-02-25,Illinois,17,2,0
204,2020-02-26,Illinois,17,2,0
4978,2020-06-01,Illinois,17,121666,5458
4758,2020-05-28,Illinois,17,116128,5225
8113,2020-07-28,Illinois,17,175588,7645
6683,2020-07-02,Illinois,17,146407,7197
257,2020-03-02,Illinois,17,4,0
6738,2020-07-03,Illinois,17,147293,7222
2118,2020-04-10,Illinois,17,17887,607
3273,2020-05-01,Illinois,17,56055,2464
4813,2020-05-29,Illinois,17,117794,5308
272,2020-03-03,Illinois,17,4,0
2613,2020-04-19,Illinois,17,30357,1302
5968,2020-06-19,Illinois,17,136917,6801
288,2020-03-04,Illinois,17,4,0
4373,2020-05-21,Illinois,17,102995,4634
6848,2020-07-05,Illinois,17,148730,7241
599,2020-03-13,Illinois,17,46,0
4153,2020-05-17,Illinois,17,94360,4198
4428,2020-05-22,Illinois,17,105710,4740
5473,2020-06-10,Illinois,17,130889,6302
7893,2020-07-24,Illinois,17,170376,7580
7948,2020-07-25,Illinois,17,171669,7593
6793,2020-07-04,Illinois,17,148151,7234
5694,2020-06-14,Indiana,18,40901,2422
6134,2020-06-22,Indiana,18,43709,2553
1569,2020-03-31,Indiana,18,2177,61
1514,2020-03-30,Indiana,18,1797,44
5144,2020-06-04,Indiana,18,37005,2231
972,2020-03-20,Indiana,18,81,5
5419,2020-06-09,Indiana,18,38985,2339
1026,2020-03-21,Indiana,18,128,6
3989,2020-05-14,Indiana,18,26627,1646
6244,2020-06-24,Indiana,18,44260,2578
4154,2020-05-17,Indiana,18,28419,1751
5749,2020-06-15,Indiana,18,41422,2433
4374,2020-05-21,Indiana,18,30673,1913
6079,2020-06-21,Indiana,18,43496,2540
1080,2020-03-22,Indiana,18,204,9
3879,2020-05-12,Indiana,18,25676,1578
864,2020-03-18,Indiana,18,39,2
5199,2020-06-05,Indiana,18,37499,2258
4099,2020-05-16,Indiana,18,27919,1741
5859,2020-06-17,Indiana,18,42036,2475
5969,2020-06-19,Indiana,18,42801,2516
3714,2020-05-09,Indiana,18,24239,1490
6189,2020-06-23,Indiana,18,43967,2569
1459,2020-03-29,Indiana,18,1522,40
1134,2020-03-23,Indiana,18,264,12
5364,2020-06-08,Indiana,18,38553,2316
4429,2020-05-22,Indiana,18,31165,1941
810,2020-03-17,Indiana,18,30,2
5584,2020-06-12,Indiana,18,40114,2396
4264,2020-05-19,Indiana,18,29402,1824
6024,2020-06-20,Indiana,18,43135,2536
5914,2020-06-18,Indiana,18,42480,2491
5804,2020-06-16,Indiana,18,41780,2447
3824,2020-05-11,Indiana,18,25134,1540
3769,2020-05-10,Indiana,18,24633,1508
4044,2020-05-15,Indiana,18,27281,1691
5474,2020-06-10,Indiana,18,39297,2355
5309,2020-06-07,Indiana,18,38328,2303
918,2020-03-19,Indiana,18,56,2
4209,2020-05-18,Indiana,18,28897,1765
5254,2020-06-06,Indiana,18,37928,2292
5089,2020-06-03,Indiana,18,36609,2207
3934,2020-05-13,Indiana,18,26044,1619
1404,2020-03-28,Indiana,18,1239,38
4319,2020-05-20,Indiana,18,29986,1864
5639,2020-06-13,Indiana,18,40535,2413
5529,2020-06-11,Indiana,18,39714,2380
6959,2020-07-07,Indiana,18,49859,2717
2064,2020-04-09,Indiana,18,6400,295
2284,2020-04-13,Indiana,18,8300,414
7454,2020-07-16,Indiana,18,55413,2795
2889,2020-04-24,Indiana,18,13848,851
4704,2020-05-27,Indiana,18,33242,2030
3329,2020-05-02,Indiana,18,19629,1229
427,2020-03-09,Indiana,18,4,0
6794,2020-07-04,Indiana,18,48628,2687
1350,2020-03-27,Indiana,18,992,32
2504,2020-04-17,Indiana,18,10235,599
8389,2020-08-02,Indiana,18,69531,2975
7399,2020-07-15,Indiana,18,54698,2785
6849,2020-07-05,Indiana,18,49203,2693
3274,2020-05-01,Indiana,18,18941,1175
600,2020-03-13,Indiana,18,12,0
1899,2020-04-06,Indiana,18,4986,171
6739,2020-07-03,Indiana,18,48099,2682
7509,2020-07-17,Indiana,18,56160,2803
1188,2020-03-24,Indiana,18,371,17
3439,2020-05-04,Indiana,18,20855,1264
7564,2020-07-18,Indiana,18,57045,2820
6629,2020-07-01,Indiana,18,47116,2650
6684,2020-07-02,Indiana,18,47553,2662
392,2020-03-08,Indiana,18,2,0
8444,2020-08-03,Indiana,18,70111,2980
2834,2020-04-23,Indiana,18,13196,811
651,2020-03-14,Indiana,18,15,0
8059,2020-07-27,Indiana,18,64417,2906
3384,2020-05-03,Indiana,18,20267,1246
1734,2020-04-03,Indiana,18,3455,118
6904,2020-07-06,Indiana,18,49560,2698
7069,2020-07-09,Indiana,18,50829,2739
2009,2020-04-08,Indiana,18,5986,246
7289,2020-07-13,Indiana,18,53327,2762
8279,2020-07-31,Indiana,18,67800,2965
4539,2020-05-24,Indiana,18,32151,1976
464,2020-03-10,Indiana,18,6,0
8169,2020-07-29,Indiana,18,65918,2932
7124,2020-07-10,Indiana,18,51567,2748
7234,2020-07-12,Indiana,18,52892,2760
2394,2020-04-15,Indiana,18,9030,511
3054,2020-04-27,Indiana,18,16137,932
3109,2020-04-28,Indiana,18,16783,992
4924,2020-05-31,Indiana,18,35429,2134
505,2020-03-11,Indiana,18,11,0
7179,2020-07-11,Indiana,18,52358,2756
8224,2020-07-30,Indiana,18,66883,2946
2449,2020-04-16,Indiana,18,9619,554
2944,2020-04-25,Indiana,18,14567,897
4759,2020-05-28,Indiana,18,33885,2068
8114,2020-07-28,Indiana,18,65258,2924
7344,2020-07-14,Indiana,18,54001,2775
2339,2020-04-14,Indiana,18,8598,458
3219,2020-04-30,Indiana,18,18099,1114
1789,2020-04-04,Indiana,18,3975,136
8334,2020-08-01,Indiana,18,68773,2971
7014,2020-07-08,Indiana,18,50309,2732
1844,2020-04-05,Indiana,18,4437,151
2999,2020-04-26,Indiana,18,15187,928
551,2020-03-12,Indiana,18,12,0
3164,2020-04-29,Indiana,18,17409,1065
7619,2020-07-19,Indiana,18,57965,2822
4979,2020-06-01,Indiana,18,35684,2142
4649,2020-05-26,Indiana,18,32856,2004
6354,2020-06-26,Indiana,18,45269,2595
4814,2020-05-29,Indiana,18,34399,2110
1679,2020-04-02,Indiana,18,3056,94
1296,2020-03-26,Indiana,18,661,23
7674,2020-07-20,Indiana,18,58607,2825
5034,2020-06-02,Indiana,18,36129,2197
358,2020-03-07,Indiana,18,1,0
6519,2020-06-29,Indiana,18,46370,2624
2669,2020-04-20,Indiana,18,11784,666
1954,2020-04-07,Indiana,18,5544,208
2614,2020-04-19,Indiana,18,11301,652
4869,2020-05-30,Indiana,18,35064,2125
1242,2020-03-25,Indiana,18,484,19
2174,2020-04-11,Indiana,18,7494,389
329,2020-03-06,Indiana,18,1,0
757,2020-03-16,Indiana,18,24,1
7949,2020-07-25,Indiana,18,63030,2895
3604,2020-05-07,Indiana,18,22942,1414
7729,2020-07-21,Indiana,18,59344,2846
2724,2020-04-21,Indiana,18,12214,731
3549,2020-05-06,Indiana,18,22286,1377
7894,2020-07-24,Indiana,18,62081,2884
6464,2020-06-28,Indiana,18,46071,2619
6409,2020-06-27,Indiana,18,45707,2616
8499,2020-08-04,Indiana,18,70944,2996
7839,2020-07-23,Indiana,18,61079,2880
2779,2020-04-22,Indiana,18,12575,764
4484,2020-05-23,Indiana,18,31674,1964
6574,2020-06-30,Indiana,18,46740,2640
8004,2020-07-26,Indiana,18,63881,2903
4594,2020-05-25,Indiana,18,32489,1984
3659,2020-05-08,Indiana,18,23620,1447
2559,2020-04-18,Indiana,18,10730,633
1624,2020-04-01,Indiana,18,2578,80
7784,2020-07-22,Indiana,18,60126,2863
6299,2020-06-25,Indiana,18,44779,2586
2119,2020-04-10,Indiana,18,6960,353
704,2020-03-15,Indiana,18,19,0
2229,2020-04-12,Indiana,18,7990,405
3494,2020-05-05,Indiana,18,21423,1326
5420,2020-06-09,Iowa,19,22271,629
3990,2020-05-14,Iowa,19,13675,318
7180,2020-07-11,Iowa,19,34695,748
7235,2020-07-12,Iowa,19,35410,752
5200,2020-06-05,Iowa,19,21332,597
4375,2020-05-21,Iowa,19,16170,414
1243,2020-03-25,Iowa,19,147,1
7785,2020-07-22,Iowa,19,40208,814
4155,2020-05-17,Iowa,19,14651,351
5805,2020-06-16,Iowa,19,24263,670
5530,2020-06-11,Iowa,19,23103,641
5750,2020-06-15,Iowa,19,24110,661
2615,2020-04-19,Iowa,19,2915,75
7290,2020-07-13,Iowa,19,35631,755
2670,2020-04-20,Iowa,19,3175,79
2450,2020-04-16,Iowa,19,2141,60
3000,2020-04-26,Iowa,19,5490,118
2010,2020-04-08,Iowa,19,1145,27
1027,2020-03-21,Iowa,19,68,0
3055,2020-04-27,Iowa,19,5868,127
465,2020-03-10,Iowa,19,13,0
8170,2020-07-29,Iowa,19,43623,854
1845,2020-04-05,Iowa,19,868,22
7895,2020-07-24,Iowa,19,41434,826
1955,2020-04-07,Iowa,19,1048,26
2780,2020-04-22,Iowa,19,3764,90
7455,2020-07-16,Iowa,19,37414,781
1900,2020-04-06,Iowa,19,946,25
8060,2020-07-27,Iowa,19,42696,836
7510,2020-07-17,Iowa,19,37903,785
5585,2020-06-12,Iowa,19,23455,650
4045,2020-05-15,Iowa,19,14049,336
2560,2020-04-18,Iowa,19,2513,74
1135,2020-03-23,Iowa,19,105,0
393,2020-03-08,Iowa,19,3,0
4595,2020-05-25,Iowa,19,17628,460
8005,2020-07-26,Iowa,19,42357,829
5640,2020-06-13,Iowa,19,23792,651
7565,2020-07-18,Iowa,19,38314,790
1460,2020-03-29,Iowa,19,336,4
4870,2020-05-30,Iowa,19,19336,531
2835,2020-04-23,Iowa,19,3939,96
2890,2020-04-24,Iowa,19,4459,107
7345,2020-07-14,Iowa,19,35942,759
973,2020-03-20,Iowa,19,45,0
8115,2020-07-28,Iowa,19,42928,839
2945,2020-04-25,Iowa,19,5109,112
4210,2020-05-18,Iowa,19,14955,355
7620,2020-07-19,Iowa,19,38813,793
7730,2020-07-21,Iowa,19,39721,808
5475,2020-06-10,Iowa,19,22733,638
6245,2020-06-24,Iowa,19,26897,694
7400,2020-07-15,Iowa,19,36536,777
2505,2020-04-17,Iowa,19,2332,64
4815,2020-05-29,Iowa,19,19019,525
5145,2020-06-04,Iowa,19,20943,590
1515,2020-03-30,Iowa,19,424,6
4760,2020-05-28,Iowa,19,18672,510
5695,2020-06-14,Iowa,19,23959,652
428,2020-03-09,Iowa,19,8,0
4100,2020-05-16,Iowa,19,14328,346
7675,2020-07-20,Iowa,19,39343,798
2725,2020-04-21,Iowa,19,3641,83
7950,2020-07-25,Iowa,19,41886,826
8225,2020-07-30,Iowa,19,44285,865
1189,2020-03-24,Iowa,19,124,1
3440,2020-05-04,Iowa,19,9703,188
5310,2020-06-07,Iowa,19,21794,606
6080,2020-06-21,Iowa,19,26020,686
4485,2020-05-23,Iowa,19,16898,446
6575,2020-06-30,Iowa,19,29152,717
6135,2020-06-22,Iowa,19,26217,687
2230,2020-04-12,Iowa,19,1587,41
3770,2020-05-10,Iowa,19,11959,265
6630,2020-07-01,Iowa,19,29618,717
8445,2020-08-03,Iowa,19,45905,884
865,2020-03-18,Iowa,19,38,0
6025,2020-06-20,Iowa,19,25552,685
2285,2020-04-13,Iowa,19,1710,44
6740,2020-07-03,Iowa,19,30631,721
1735,2020-04-03,Iowa,19,699,11
3825,2020-05-11,Iowa,19,12373,271
3385,2020-05-03,Iowa,19,9169,184
652,2020-03-14,Iowa,19,18,0
1570,2020-03-31,Iowa,19,498,7
6685,2020-07-02,Iowa,19,30259,719
2065,2020-04-09,Iowa,19,1270,27
3495,2020-05-05,Iowa,19,10111,207
705,2020-03-15,Iowa,19,22,0
8500,2020-08-04,Iowa,19,46231,888
6355,2020-06-26,Iowa,19,27828,704
3605,2020-05-07,Iowa,19,11059,231
3715,2020-05-09,Iowa,19,11671,252
811,2020-03-17,Iowa,19,29,0
2120,2020-04-10,Iowa,19,1388,31
6300,2020-06-25,Iowa,19,27384,702
1625,2020-04-01,Iowa,19,549,9
3660,2020-05-08,Iowa,19,11457,243
1297,2020-03-26,Iowa,19,179,1
4705,2020-05-27,Iowa,19,18446,496
2175,2020-04-11,Iowa,19,1510,34
758,2020-03-16,Iowa,19,22,0
6520,2020-06-29,Iowa,19,28874,712
1351,2020-03-27,Iowa,19,236,3
1680,2020-04-02,Iowa,19,614,11
4320,2020-05-20,Iowa,19,15868,400
6465,2020-06-28,Iowa,19,28520,706
5035,2020-06-02,Iowa,19,20017,564
5255,2020-06-06,Iowa,19,21527,602
6410,2020-06-27,Iowa,19,28203,704
6190,2020-06-23,Iowa,19,26470,690
3550,2020-05-06,Iowa,19,10404,219
3330,2020-05-02,Iowa,19,8641,175
4980,2020-06-01,Iowa,19,19789,558
552,2020-03-12,Iowa,19,16,0
5365,2020-06-08,Iowa,19,22111,623
7015,2020-07-08,Iowa,19,32716,739
5915,2020-06-18,Iowa,19,24959,680
8335,2020-08-01,Iowa,19,45293,874
3165,2020-04-29,Iowa,19,6843,148
1790,2020-04-04,Iowa,19,786,11
2340,2020-04-14,Iowa,19,1899,44
4265,2020-05-19,Iowa,19,15296,367
3880,2020-05-12,Iowa,19,12912,289
3220,2020-04-30,Iowa,19,7145,162
5090,2020-06-03,Iowa,19,20376,574
919,2020-03-19,Iowa,19,44,0
506,2020-03-11,Iowa,19,14,0
4650,2020-05-26,Iowa,19,17999,480
4925,2020-05-31,Iowa,19,19621,537
3110,2020-04-28,Iowa,19,6376,136
2395,2020-04-15,Iowa,19,1995,53
3935,2020-05-13,Iowa,19,13289,306
7125,2020-07-10,Iowa,19,34232,748
4540,2020-05-24,Iowa,19,17434,456
5860,2020-06-17,Iowa,19,24616,677
8280,2020-07-31,Iowa,19,44753,872
7840,2020-07-23,Iowa,19,40796,820
7070,2020-07-09,Iowa,19,33316,742
6960,2020-07-07,Iowa,19,32153,732
1405,2020-03-28,Iowa,19,298,3
1081,2020-03-22,Iowa,19,90,0
8390,2020-08-02,Iowa,19,45723,878
5970,2020-06-19,Iowa,19,25424,681
601,2020-03-13,Iowa,19,17,0
6795,2020-07-04,Iowa,19,31167,721
6850,2020-07-05,Iowa,19,31612,721
3275,2020-05-01,Iowa,19,7883,170
6905,2020-07-06,Iowa,19,31764,725
4430,2020-05-22,Iowa,19,16510,441
8281,2020-07-31,Kansas,20,28121,358
8061,2020-07-27,Kansas,20,26439,338
7896,2020-07-24,Kansas,20,25403,330
4816,2020-05-29,Kansas,20,9826,209
2011,2020-04-08,Kansas,20,1055,38
2176,2020-04-11,Kansas,20,1282,55
5311,2020-06-07,Kansas,20,10549,234
4706,2020-05-27,Kansas,20,9453,207
4761,2020-05-28,Kansas,20,9513,209
2286,2020-04-13,Kansas,20,1384,63
2616,2020-04-19,Kansas,20,1897,94
2506,2020-04-17,Kansas,20,1732,84
2396,2020-04-15,Kansas,20,1503,76
2121,2020-04-10,Kansas,20,1180,50
8391,2020-08-02,Kansas,20,28341,361
8226,2020-07-30,Kansas,20,27244,357
4651,2020-05-26,Kansas,20,9352,204
4156,2020-05-17,Kansas,20,8066,189
8171,2020-07-29,Kansas,20,27177,349
2066,2020-04-09,Kansas,20,1116,42
5201,2020-06-05,Kansas,20,10493,233
2231,2020-04-12,Kansas,20,1337,56
4211,2020-05-18,Kansas,20,8439,190
8446,2020-08-03,Kansas,20,29200,366
2341,2020-04-14,Kansas,20,1440,69
4266,2020-05-19,Kansas,20,8488,193
1461,2020-03-29,Kansas,20,333,7
8006,2020-07-26,Kansas,20,25649,335
8116,2020-07-28,Kansas,20,26494,344
8336,2020-08-01,Kansas,20,28147,358
5256,2020-06-06,Kansas,20,10517,234
5476,2020-06-10,Kansas,20,10931,241
7951,2020-07-25,Kansas,20,25464,333
4321,2020-05-20,Kansas,20,8661,197
5366,2020-06-08,Kansas,20,10724,237
2451,2020-04-16,Kansas,20,1595,80
8501,2020-08-04,Kansas,20,29259,367
5421,2020-06-09,Kansas,20,10786,238
1082,2020-03-22,Kansas,20,66,2
2561,2020-04-18,Kansas,20,1820,86
6246,2020-06-24,Kansas,20,13110,262
4376,2020-05-21,Kansas,20,8771,199
3276,2020-05-01,Kansas,20,4510,136
6851,2020-07-05,Kansas,20,16289,287
5971,2020-06-19,Kansas,20,12168,254
6796,2020-07-04,Kansas,20,16165,284
602,2020-03-13,Kansas,20,6,1
3331,2020-05-02,Kansas,20,4863,140
4431,2020-05-22,Kansas,20,9068,200
6741,2020-07-03,Kansas,20,16015,283
1736,2020-04-03,Kansas,20,625,19
3826,2020-05-11,Kansas,20,7161,174
3386,2020-05-03,Kansas,20,5177,142
653,2020-03-14,Kansas,20,8,1
6026,2020-06-20,Kansas,20,12218,257
1571,2020-03-31,Kansas,20,435,10
6906,2020-07-06,Kansas,20,17082,288
6961,2020-07-07,Kansas,20,17157,290
5861,2020-06-17,Kansas,20,11801,248
7071,2020-07-09,Kansas,20,18031,294
7841,2020-07-23,Kansas,20,24518,326
3166,2020-04-29,Kansas,20,3811,132
553,2020-03-12,Kansas,20,5,1
5916,2020-06-18,Kansas,20,11886,252
1791,2020-04-04,Kansas,20,702,21
3221,2020-04-30,Kansas,20,4305,133
3881,2020-05-12,Kansas,20,7352,178
7016,2020-07-08,Kansas,20,17807,291
1298,2020-03-26,Kansas,20,173,3
4981,2020-06-01,Kansas,20,10103,217
6686,2020-07-02,Kansas,20,15226,282
6411,2020-06-27,Kansas,20,13767,269
6191,2020-06-23,Kansas,20,12659,261
759,2020-03-16,Kansas,20,11,1
812,2020-03-17,Kansas,20,17,1
6356,2020-06-26,Kansas,20,13729,266
3551,2020-05-06,Kansas,20,5893,163
3716,2020-05-09,Kansas,20,6923,172
5036,2020-06-02,Kansas,20,10143,227
6301,2020-06-25,Kansas,20,13207,263
1626,2020-04-01,Kansas,20,489,11
3661,2020-05-08,Kansas,20,6751,167
3606,2020-05-07,Kansas,20,6240,164
6466,2020-06-28,Kansas,20,14016,272
1352,2020-03-27,Kansas,20,213,4
866,2020-03-18,Kansas,20,22,1
6631,2020-07-01,Kansas,20,15142,280
1190,2020-03-24,Kansas,20,102,3
3441,2020-05-04,Kansas,20,5385,154
6081,2020-06-21,Kansas,20,12258,258
4486,2020-05-23,Kansas,20,9119,200
6576,2020-06-30,Kansas,20,14629,276
6136,2020-06-22,Kansas,20,12576,260
3771,2020-05-10,Kansas,20,7045,172
3496,2020-05-05,Kansas,20,5627,160
706,2020-03-15,Kansas,20,9,1
6521,2020-06-29,Kansas,20,14568,276
1681,2020-04-02,Kansas,20,554,14
7126,2020-07-10,Kansas,20,18799,294
4541,2020-05-24,Kansas,20,9135,200
5091,2020-06-03,Kansas,20,10281,227
4046,2020-05-15,Kansas,20,8006,187
2781,2020-04-22,Kansas,20,2291,111
7566,2020-07-18,Kansas,20,22238,312
4871,2020-05-30,Kansas,20,9847,209
5641,2020-06-13,Kansas,20,11195,244
1136,2020-03-23,Kansas,20,82,2
394,2020-03-08,Kansas,20,1,0
2836,2020-04-23,Kansas,20,2626,112
7511,2020-07-17,Kansas,20,22199,310
3936,2020-05-13,Kansas,20,7552,179
1901,2020-04-06,Kansas,20,854,25
7456,2020-07-16,Kansas,20,21273,309
2891,2020-04-24,Kansas,20,2842,117
7621,2020-07-19,Kansas,20,22459,313
1028,2020-03-21,Kansas,20,57,2
1956,2020-04-07,Kansas,20,905,30
2671,2020-04-20,Kansas,20,2030,101
5531,2020-06-11,Kansas,20,10984,242
1244,2020-03-25,Kansas,20,134,3
7786,2020-07-22,Kansas,20,24376,324
7731,2020-07-21,Kansas,20,23606,319
2726,2020-04-21,Kansas,20,2114,107
7676,2020-07-20,Kansas,20,23544,318
4101,2020-05-16,Kansas,20,8059,189
359,2020-03-07,Kansas,20,1,0
4596,2020-05-25,Kansas,20,9272,201
5586,2020-06-12,Kansas,20,11152,243
5696,2020-06-14,Kansas,20,11247,244
1406,2020-03-28,Kansas,20,272,6
5146,2020-06-04,Kansas,20,10332,230
7291,2020-07-13,Kansas,20,20265,301
1846,2020-04-05,Kansas,20,769,23
5751,2020-06-15,Kansas,20,11516,246
466,2020-03-10,Kansas,20,1,0
3991,2020-05-14,Kansas,20,7668,181
7236,2020-07-12,Kansas,20,19295,300
7181,2020-07-11,Kansas,20,18983,294
5806,2020-06-16,Kansas,20,11569,246
920,2020-03-19,Kansas,20,35,1
507,2020-03-11,Kansas,20,1,0
3111,2020-04-28,Kansas,20,3601,127
4926,2020-05-31,Kansas,20,9878,211
3056,2020-04-27,Kansas,20,3407,126
3001,2020-04-26,Kansas,20,3198,120
7346,2020-07-14,Kansas,20,20347,303
2946,2020-04-25,Kansas,20,3091,119
974,2020-03-20,Kansas,20,49,1
7401,2020-07-15,Kansas,20,21157,308
429,2020-03-09,Kansas,20,1,0
1516,2020-03-30,Kansas,20,374,9
5037,2020-06-02,Kentucky,21,10287,451
4377,2020-05-21,Kentucky,21,8475,393
5092,2020-06-03,Kentucky,21,10485,458
4817,2020-05-29,Kentucky,21,9688,434
4652,2020-05-26,Kentucky,21,9175,407
1245,2020-03-25,Kentucky,21,198,5
4762,2020-05-28,Kentucky,21,9510,424
4872,2020-05-30,Kentucky,21,9887,441
4487,2020-05-23,Kentucky,21,8812,399
1137,2020-03-23,Kentucky,21,124,3
5202,2020-06-05,Kentucky,21,11051,476
4927,2020-05-31,Kentucky,21,9937,441
4432,2020-05-22,Kentucky,21,8688,398
4707,2020-05-27,Kentucky,21,9313,420
1353,2020-03-27,Kentucky,21,302,8
1191,2020-03-24,Kentucky,21,157,3
5147,2020-06-04,Kentucky,21,10781,469
4597,2020-05-25,Kentucky,21,8899,403
4982,2020-06-01,Kentucky,21,10150,445
4542,2020-05-24,Kentucky,21,8842,399
1299,2020-03-26,Kentucky,21,248,5
7072,2020-07-09,Kentucky,21,18576,640
7127,2020-07-10,Kentucky,21,19076,647
3112,2020-04-28,Kentucky,21,4375,231
508,2020-03-11,Kentucky,21,7,0
7182,2020-07-11,Kentucky,21,19530,647
3057,2020-04-27,Kentucky,21,4146,216
7237,2020-07-12,Kentucky,21,19762,649
467,2020-03-10,Kentucky,21,7,0
1792,2020-04-04,Kentucky,21,909,40
3002,2020-04-26,Kentucky,21,4074,211
7292,2020-07-13,Kentucky,21,20127,656
2947,2020-04-25,Kentucky,21,3905,208
7347,2020-07-14,Kentucky,21,20702,665
7402,2020-07-15,Kentucky,21,21148,668
430,2020-03-09,Kentucky,21,5,0
2892,2020-04-24,Kentucky,21,3779,203
7457,2020-07-16,Kentucky,21,21617,675
1902,2020-04-06,Kentucky,21,1057,52
1847,2020-04-05,Kentucky,21,1048,44
7512,2020-07-17,Kentucky,21,22162,687
3167,2020-04-29,Kentucky,21,4538,235
7017,2020-07-08,Kentucky,21,18204,634
3497,2020-05-05,Kentucky,21,5822,278
6577,2020-06-30,Kentucky,21,15916,588
3442,2020-05-04,Kentucky,21,5370,267
6632,2020-07-01,Kentucky,21,16114,597
6687,2020-07-02,Kentucky,21,16370,605
654,2020-03-14,Kentucky,21,18,0
3387,2020-05-03,Kentucky,21,5223,256
1737,2020-04-03,Kentucky,21,762,34
554,2020-03-12,Kentucky,21,11,0
6742,2020-07-03,Kentucky,21,16655,608
6797,2020-07-04,Kentucky,21,16709,608
6852,2020-07-05,Kentucky,21,16712,608
3277,2020-05-01,Kentucky,21,4879,248
603,2020-03-13,Kentucky,21,11,0
6907,2020-07-06,Kentucky,21,17464,621
1407,2020-03-28,Kentucky,21,394,9
3222,2020-04-30,Kentucky,21,4708,240
3332,2020-05-02,Kentucky,21,4881,252
2837,2020-04-23,Kentucky,21,3548,194
395,2020-03-08,Kentucky,21,4,0
2012,2020-04-08,Kentucky,21,1393,73
8172,2020-07-29,Kentucky,21,29479,746
2397,2020-04-15,Kentucky,21,2295,124
8227,2020-07-30,Kentucky,21,30132,748
8282,2020-07-31,Kentucky,21,30981,753
2342,2020-04-14,Kentucky,21,2210,115
8337,2020-08-01,Kentucky,21,31612,758
8392,2020-08-02,Kentucky,21,31966,759
2452,2020-04-16,Kentucky,21,2429,131
2287,2020-04-13,Kentucky,21,2048,106
8447,2020-08-03,Kentucky,21,32500,762
2232,2020-04-12,Kentucky,21,1963,98
8502,2020-08-04,Kentucky,21,33209,769
2177,2020-04-11,Kentucky,21,1851,94
2122,2020-04-10,Kentucky,21,1702,90
2067,2020-04-09,Kentucky,21,1525,84
8117,2020-07-28,Kentucky,21,28876,735
2507,2020-04-17,Kentucky,21,2522,140
7567,2020-07-18,Kentucky,21,22750,688
2782,2020-04-22,Kentucky,21,3373,185
7622,2020-07-19,Kentucky,21,23600,691
360,2020-03-07,Kentucky,21,1,0
7677,2020-07-20,Kentucky,21,23978,694
